FECHA,TEMPERATURA,PRECIPITACION,VIENTO,Codigo Postal
2024-03-01,4.7,0.0,False,
2024-03-02,2.8,11.2,False,
2024-03-03,2.8,0.3,False,
2024-03-04,5.7,0.0,False,
2024-03-05,6.6,0.0,False,
2024-03-06,5.9,0.0,False,
2024-03-07,4.9,5.6,False,
2024-03-08,3.1,6.8,False,
2024-03-09,2.4,6.0,False,
2024-03-10,4.4,3.1,False,
2024-03-11,6.8,0.0,False,
2024-03-12,7.6,0.0,False,
2024-03-13,9.7,0.0,False,
2024-03-14,9.2,0.0,False,
2024-03-15,9.3,0.0,False,
2024-03-16,10.1,0.0,False,
2024-03-17,13.2,0.0,False,
2024-03-18,13.5,0.0,False,
2024-03-19,15.0,0.0,False,
2024-03-20,14.3,0.0,False,
2024-03-21,14.8,0.3,False,
2024-03-22,15.8,0.0,False,
2024-03-23,15.4,0.0,False,
2024-03-24,13.1,0.0,False,
2024-03-25,8.9,2.9,False,
2024-03-26,3.7,1.4,False,
2024-03-27,5.6,0.9,False,
2024-03-28,7.4,12.6,False,
2024-03-29,4.2,6.9,False,
2024-03-30,3.8,6.9,False,
2024-03-31,3.1,7.6,False,
2024-04-01,4.5,1.1,False,
2024-04-02,6.9,0.0,False,
2024-04-03,9.7,0.0,False,
2024-04-04,11.5,0.0,False,
2024-04-05,13.4,0.0,False,
2024-04-06,16.1,0.0,False,
2024-04-07,14.8,0.0,False,
2024-04-08,10.4,0.7,False,
2024-04-09,7.8,0.0,False,
2024-04-10,10.3,0.0,False,
2024-04-11,15.4,0.0,False,
2024-04-12,15.5,0.0,False,
2024-04-13,17.0,0.0,False,
2024-04-14,17.6,0.0,False,
2024-04-15,17.9,0.0,False,
2024-04-16,15.9,0.0,False,
2024-04-17,11.7,0.0,False,
2024-04-18,11.2,0.0,False,
2024-04-19,10.9,0.0,False,
2024-04-20,14.0,0.0,False,
2024-04-21,13.1,0.0,False,
2024-04-22,9.0,0.0,False,
2024-04-23,6.8,0.0,False,
2024-04-24,8.4,0.0,False,
2024-04-25,10.4,0.0,False,
2024-04-26,10.2,0.0,False,
2024-04-27,7.7,8.0,False,
2024-04-28,9.3,0.0,False,
2024-04-29,9.5,0.0,False,
2024-04-30,10.1,0.0,False,
2024-05-01,7.5,0.0,False,
2024-05-02,7.5,0.0,False,
2024-05-03,10.1,0.0,False,
2024-05-04,13.1,0.0,False,
2024-05-05,12.9,2.8,False,
2024-05-06,12.3,0.5,False,
2024-05-07,12.8,0.0,False,
2024-05-08,13.6,0.0,False,
2024-05-09,16.7,0.0,False,
2024-05-10,18.4,0.0,False,
2024-05-11,18.1,0.0,False,
2024-05-12,18.8,0.0,False,
2024-05-13,18.7,0.0,False,
2024-05-14,12.2,0.7,False,
2024-05-15,10.8,0.0,False,
2024-05-16,10.5,0.0,False,
2024-05-17,11.8,0.0,False,
2024-05-18,13.5,0.0,False,
2024-05-19,13.0,0.0,False,
2024-05-20,12.0,0.0,False,
2024-05-21,12.5,2.4,False,
2024-05-22,13.4,0.0,False,
2024-05-23,14.9,0.0,False,
2024-05-24,16.6,0.0,False,
2024-05-25,18.6,0.0,False,
2024-05-26,19.1,0.0,False,
2024-05-27,20.3,0.0,False,
2024-05-28,20.0,0.0,False,
2024-05-29,22.9,0.0,False,
2024-05-30,23.2,0.0,False,
2024-05-31,18.1,0.0,False,
2024-06-01,15.3,0.0,False,
2024-06-02,16.3,0.0,False,
2024-06-03,18.3,0.0,False,
2024-06-04,20.5,0.0,False,
2024-06-05,23.1,0.0,False,
2024-06-06,23.9,2.0,False,
2024-06-07,23.3,0.0,False,
2024-06-08,16.5,4.3,False,
2024-06-09,16.1,0.0,False,
2024-06-10,13.0,12.4,False,
2024-06-11,15.0,0.0,False,
2024-06-12,15.2,0.4,False,
2024-06-13,16.9,0.0,False,
2024-06-14,20.7,0.0,False,
2024-06-15,19.9,0.0,False,
2024-06-16,20.0,0.0,False,
2024-06-17,20.5,0.0,False,
2024-06-18,17.8,0.7,False,
2024-06-19,15.5,0.2,False,
2024-06-20,13.1,8.8,False,
2024-06-21,17.9,0.0,False,
2024-06-22,20.6,0.0,False,
2024-06-23,20.2,0.0,False,
2024-06-24,21.5,0.0,False,
2024-06-25,23.8,0.0,False,
2024-06-26,21.6,0.2,False,
2024-06-27,23.3,0.0,False,
2024-06-28,19.2,0.0,False,
2024-06-29,15.5,0.7,False,
2024-06-30,17.8,0.0,False,
2024-07-01,20.1,0.0,False,
2024-07-02,19.9,0.0,False,
2024-07-03,22.7,0.0,False,
2024-07-04,26.1,0.0,False,
2024-07-05,26.7,0.0,False,
2024-07-06,24.7,0.0,False,
2024-07-07,20.4,0.0,False,
2024-07-08,22.7,0.0,False,
2024-07-09,23.1,0.0,False,
2024-07-10,24.2,0.0,False,
2024-07-11,25.9,0.0,False,
2024-07-12,24.4,0.0,False,
2024-07-13,22.7,0.0,False,
2024-07-14,23.2,0.0,False,
2024-07-15,22.0,0.0,False,
2024-07-16,22.7,0.0,False,
2024-07-17,24.7,0.0,False,
2024-07-18,25.9,0.0,False,
2024-07-19,27.7,0.0,False,
2024-07-20,26.0,0.0,False,
2024-07-21,23.0,0.0,False,
2024-07-22,23.3,0.0,False,
2024-07-23,27.3,0.0,False,
2024-07-24,29.4,0.0,False,
2024-07-25,29.2,0.0,False,
2024-07-26,27.5,0.0,False,
2024-07-27,27.9,0.0,False,
2024-07-28,27.8,0.0,False,
2024-07-29,26.5,0.0,False,
2024-07-30,27.2,0.0,False,
2024-07-31,27.8,0.0,False,
2024-01-01,3.9,0.0,False,
2024-01-02,2.9,0.1,False,
2024-01-03,8.2,1.7,False,
2024-01-04,7.3,4.0,False,
2024-01-05,4.9,1.5,False,
2024-01-06,4.2,0.0,False,
2024-01-07,3.2,0.0,False,
2024-01-08,1.3,0.0,False,
2024-01-09,3.5,0.0,False,
2024-01-10,3.7,0.9,False,
2024-01-11,2.9,0.0,False,
2024-01-12,1.6,0.0,False,
2024-01-13,2.8,0.0,False,
2024-01-14,4.6,1.6,False,
2024-01-15,9.2,3.8,False,
2024-01-16,10.8,0.0,False,
2024-01-17,9.0,8.9,False,
2024-01-18,9.0,0.4,False,
2024-01-19,4.6,30.2,False,
2024-01-20,4.2,0.0,False,
2024-01-21,5.1,0.0,False,
2024-01-22,3.4,0.0,False,
2024-01-23,6.2,0.0,False,
2024-01-24,8.0,0.0,False,
2024-01-25,7.8,0.0,False,
2024-01-26,8.6,0.0,False,
2024-01-27,8.5,0.0,False,
2024-01-28,7.8,0.0,False,
2024-01-29,7.8,0.0,False,
2024-01-30,5.9,0.0,False,
2024-01-31,4.2,0.0,False,
2024-02-01,6.9,0.0,False,
2024-02-02,6.8,0.0,False,
2024-02-03,6.8,0.0,False,
2024-02-04,6.6,0.0,False,
2024-02-05,5.8,0.0,False,
2024-02-06,6.7,0.0,False,
2024-02-07,6.6,0.0,False,
2024-02-08,7.3,0.4,False,
2024-02-09,7.3,10.7,False,
2024-02-10,5.7,0.2,False,
2024-02-11,3.2,0.0,False,
2024-02-12,7.3,0.1,False,
2024-02-13,9.8,0.0,False,
2024-02-21,7.6,0.0,False,
2024-02-22,8.2,3.1,False,
2024-02-23,4.5,0.0,False,
2024-02-24,4.3,0.0,False,
2024-02-25,7.2,0.4,False,
2024-02-26,6.5,0.0,False,
2024-02-27,5.4,0.0,False,
2024-02-28,6.3,0.0,False,
2024-02-29,5.8,0.0,False,
2024-03-01,5.6,0.0,False,
2024-03-02,4.0,9.1,False,
2024-03-03,4.0,0.0,False,
2024-03-04,6.7,0.0,False,
2024-03-05,7.2,0.0,False,
2024-03-06,6.1,0.0,False,
2024-03-07,5.3,4.5,False,
2024-03-08,4.7,8.7,False,
2024-03-09,3.7,5.0,False,
2024-03-10,5.6,3.6,False,
2024-03-11,7.5,0.0,False,
2024-03-12,7.6,0.0,False,
2024-03-13,9.3,0.0,False,
2024-03-14,8.7,0.0,False,
2024-03-15,10.0,0.0,False,
2024-03-16,10.1,0.0,False,
2024-03-17,12.5,0.0,False,
2024-03-18,12.8,0.0,False,
2024-03-19,14.6,0.0,False,
2024-03-20,14.3,0.1,False,
2024-03-21,15.6,0.1,False,
2024-03-22,16.1,0.0,False,
2024-03-23,15.0,0.0,False,
2024-03-24,14.3,0.0,False,
2024-03-25,9.9,1.4,False,
2024-03-26,4.1,3.9,False,
2024-03-27,6.6,2.2,False,
2024-03-28,8.4,12.4,False,
2024-03-29,5.2,5.5,False,
2024-03-30,5.3,6.8,False,
2024-03-31,4.6,7.7,False,
2024-04-01,5.7,3.8,False,
2024-04-02,7.8,0.0,False,
2024-04-03,10.8,0.0,False,
2024-04-04,11.6,0.0,False,
2024-04-05,13.8,0.0,False,
2024-04-06,16.4,0.0,False,
2024-04-07,15.2,0.0,False,
2024-04-08,11.0,0.5,False,
2024-04-09,8.9,0.0,False,
2024-04-10,11.9,0.0,False,
2024-04-11,16.2,0.0,False,
2024-04-12,15.4,0.0,False,
2024-04-13,16.3,0.0,False,
2024-04-14,16.7,0.0,False,
2024-04-15,18.1,0.0,False,
2024-04-16,16.6,0.0,False,
2024-04-17,13.9,0.0,False,
2024-04-18,13.5,0.0,False,
2024-04-19,12.5,0.0,False,
2024-04-20,15.4,0.0,False,
2024-04-21,14.9,0.0,False,
2024-04-22,10.9,0.0,False,
2024-04-23,9.1,0.0,False,
2024-04-24,9.7,0.0,False,
2024-04-25,10.7,0.0,False,
2024-04-26,10.3,0.0,False,
2024-04-27,8.7,6.2,False,
2024-04-28,9.0,0.0,False,
2024-04-29,10.4,0.0,False,
2024-04-30,10.5,0.0,False,
2024-05-01,8.0,1.3,False,
2024-05-02,7.9,0.0,False,
2024-05-03,10.1,0.0,False,
2024-05-04,13.8,0.0,False,
2024-05-05,13.7,2.8,False,
2024-05-06,13.0,0.2,False,
2024-05-07,13.2,0.0,False,
2024-05-08,14.8,0.0,False,
2024-05-09,16.5,0.0,False,
2024-05-10,18.9,0.0,False,
2024-05-11,19.2,0.0,False,
2024-05-12,18.7,0.0,False,
2024-05-13,18.4,0.0,False,
2024-05-14,12.7,1.3,False,
2024-05-15,11.6,0.0,False,
2024-05-16,10.8,0.0,False,
2024-05-17,12.7,0.0,False,
2024-05-18,13.6,0.0,False,
2024-05-19,13.4,0.0,False,
2024-05-20,12.6,0.0,False,
2024-05-21,12.6,1.5,False,
2024-05-22,13.6,0.0,False,
2024-05-23,15.3,0.0,False,
2024-05-24,17.8,0.0,False,
2024-05-25,18.7,0.0,False,
2024-05-26,19.0,0.0,False,
2024-05-27,20.2,0.0,False,
2024-05-28,21.2,0.0,False,
2024-05-29,23.6,0.0,False,
2024-05-30,24.5,0.0,False,
2024-05-31,20.2,0.0,False,
2024-06-01,17.3,0.0,False,
2024-06-02,17.8,0.0,False,
2024-06-03,19.8,0.0,False,
2024-06-04,21.7,0.0,False,
2024-06-05,23.7,0.0,False,
2024-06-06,24.0,3.8,False,
2024-06-07,24.7,0.0,False,
2024-06-08,17.0,4.5,False,
2024-06-09,17.1,0.0,False,
2024-06-10,14.5,31.1,False,
2024-06-11,16.6,0.0,False,
2024-06-12,16.9,4.2,False,
2024-06-13,18.1,0.0,False,
2024-06-14,20.5,0.0,False,
2024-06-15,20.2,0.0,False,
2024-06-16,20.3,0.0,False,
2024-06-17,20.9,0.0,False,
2024-06-18,18.1,1.9,False,
2024-06-19,15.9,0.1,False,
2024-06-20,14.3,0.5,False,
2024-06-21,18.6,0.0,False,
2024-06-22,20.6,0.0,False,
2024-06-23,21.9,0.0,False,
2024-06-24,23.0,0.0,False,
2024-06-25,24.8,0.0,False,
2024-06-26,22.4,0.3,False,
2024-06-27,24.3,0.0,False,
2024-06-28,20.1,0.0,False,
2024-06-29,16.4,0.5,False,
2024-06-30,18.7,0.0,False,
2024-07-01,20.9,0.0,False,
2024-07-02,21.6,0.0,False,
2024-07-03,24.0,0.0,False,
2024-07-04,26.4,0.0,False,
2024-07-05,27.6,0.0,False,
2024-07-06,25.4,0.0,False,
2024-07-07,21.7,0.0,False,
2024-07-08,23.7,0.0,False,
2024-07-09,23.7,0.0,False,
2024-07-10,24.6,0.0,False,
2024-07-11,26.2,0.0,False,
2024-07-12,25.2,0.0,False,
2024-07-13,23.9,0.0,False,
2024-07-14,23.8,0.0,False,
2024-07-15,22.6,0.0,False,
2024-07-16,23.0,0.0,False,
2024-07-17,24.6,0.0,False,
2024-07-18,25.8,0.0,False,
2024-07-19,27.2,0.0,False,
2024-07-20,25.8,0.0,False,
2024-07-21,23.9,0.0,False,
2024-07-22,24.6,0.0,False,
2024-07-23,28.3,0.0,False,
2024-07-24,30.3,0.0,False,
2024-07-25,30.0,0.0,False,
2024-07-26,28.9,0.0,False,
2024-07-27,28.8,0.0,False,
2024-07-28,29.0,0.0,False,
2024-07-29,27.6,0.0,False,
2024-07-30,28.5,0.0,False,
2024-07-31,28.0,0.0,False,
2024-01-01,14.3,0.0,False,
2024-01-02,14.3,0.0,False,
2024-01-03,14.3,0.0,False,
2024-01-04,14.3,0.0,False,
2024-01-05,14.3,0.0,False,
2024-01-06,14.3,0.0,False,
2024-01-07,14.3,0.0,False,
2024-01-08,14.3,0.0,False,
2024-01-09,14.3,0.0,False,
2024-01-10,14.3,0.0,False,
2024-01-11,14.3,0.0,False,
2024-01-12,14.3,0.0,False,
2024-01-13,14.3,0.0,False,
2024-01-14,14.3,0.0,False,
2024-01-15,14.3,0.0,False,
2024-01-16,14.3,0.0,False,
2024-01-17,14.3,0.0,False,
2024-01-18,14.3,0.0,False,
2024-01-19,14.3,0.0,False,
2024-01-20,14.3,0.0,False,
2024-01-21,14.3,0.0,False,
2024-01-22,14.3,0.0,False,
2024-01-23,14.3,0.0,False,
2024-01-24,14.3,0.0,False,
2024-01-25,14.3,0.0,False,
2024-01-26,14.3,0.0,False,
2024-01-27,14.3,0.0,False,
2024-01-28,14.3,0.0,False,
2024-01-29,14.3,0.0,False,
2024-01-30,14.3,0.0,False,
2024-01-31,14.3,0.0,False,
2024-02-01,14.3,0.0,False,
2024-02-02,14.3,0.0,False,
2024-02-03,14.3,0.0,False,
2024-02-04,14.3,0.0,False,
2024-02-05,14.3,0.0,False,
2024-02-06,14.3,0.0,False,
2024-02-07,14.3,0.0,False,
2024-02-08,14.3,0.0,False,
2024-02-09,14.3,0.0,False,
2024-02-10,14.3,0.0,False,
2024-02-11,14.3,0.0,False,
2024-02-12,14.3,0.0,False,
2024-02-13,14.3,0.0,False,
2024-02-14,14.3,0.0,False,
2024-02-15,14.3,0.0,False,
2024-02-16,14.3,0.0,False,
2024-02-17,14.3,0.0,False,
2024-02-18,14.3,0.0,False,
2024-02-19,14.3,0.0,False,
2024-02-20,14.3,0.0,False,
2024-02-21,14.3,0.0,False,
2024-02-22,14.3,0.0,False,
2024-02-23,14.3,0.0,False,
2024-02-24,14.3,0.0,False,
2024-02-25,14.3,0.0,False,
2024-02-26,14.3,0.0,False,
2024-02-27,14.3,0.0,False,
2024-02-28,14.3,0.0,False,
2024-02-29,14.3,0.0,False,
2024-03-01,14.3,0.0,False,
2024-03-02,14.3,0.0,False,
2024-03-03,14.3,0.0,False,
2024-03-04,14.3,0.0,False,
2024-03-05,14.3,0.0,False,
2024-03-06,14.3,0.0,False,
2024-03-07,14.3,0.0,False,
2024-03-08,14.3,0.0,False,
2024-03-09,14.3,0.0,False,
2024-03-10,14.3,0.0,False,
2024-03-11,14.3,0.0,False,
2024-03-12,14.3,0.0,False,
2024-03-13,14.3,0.0,False,
2024-03-14,14.3,0.0,False,
2024-03-15,14.3,0.0,False,
2024-03-16,14.3,0.0,False,
2024-03-17,14.3,0.0,False,
2024-03-18,14.3,0.0,False,
2024-03-19,14.3,0.0,False,
2024-03-20,14.3,0.0,False,
2024-03-21,14.3,0.0,False,
2024-03-22,14.3,0.0,False,
2024-03-23,14.3,0.0,False,
2024-03-24,14.3,0.0,False,
2024-03-25,14.3,0.0,False,
2024-03-26,14.3,0.0,False,
2024-03-27,14.3,0.0,False,
2024-03-28,14.3,0.0,False,
2024-03-29,14.3,0.0,False,
2024-03-30,14.3,0.0,False,
2024-03-31,14.3,0.0,False,
2024-04-01,14.3,0.0,False,
2024-04-02,14.3,0.0,False,
2024-04-03,14.3,0.0,False,
2024-04-04,14.3,0.0,False,
2024-04-05,14.3,0.0,False,
2024-04-06,14.3,0.0,False,
2024-04-07,14.3,0.0,False,
2024-04-08,14.3,0.0,False,
2024-04-09,14.3,0.0,False,
2024-04-10,14.3,0.0,False,
2024-04-11,14.3,0.0,False,
2024-04-12,14.3,0.0,False,
2024-04-13,14.3,0.0,False,
2024-04-14,14.3,0.0,False,
2024-04-15,14.3,0.0,False,
2024-04-16,14.3,0.0,False,
2024-04-17,14.3,0.0,False,
2024-04-18,14.3,0.0,False,
2024-04-19,14.3,0.0,False,
2024-04-20,14.3,0.0,False,
2024-04-21,14.3,0.0,False,
2024-04-22,14.3,0.0,False,
2024-04-23,14.3,0.0,False,
2024-04-24,14.3,0.0,False,
2024-04-25,14.3,0.0,False,
2024-04-26,14.3,0.0,False,
2024-04-27,14.3,0.0,False,
2024-04-28,14.3,0.0,False,
2024-04-29,14.3,0.0,False,
2024-04-30,14.3,0.0,False,
2024-05-01,14.3,0.0,False,
2024-05-02,14.3,0.0,False,
2024-05-03,14.3,0.0,False,
2024-05-04,14.3,0.0,False,
2024-05-05,14.3,0.0,False,
2024-05-06,14.3,0.0,False,
2024-05-07,14.3,0.0,False,
2024-05-08,14.3,0.0,False,
2024-05-09,14.3,0.0,False,
2024-05-10,14.3,0.0,False,
2024-05-11,14.3,0.0,False,
2024-05-12,14.3,0.0,False,
2024-05-13,14.3,0.0,False,
2024-05-14,14.3,0.0,False,
2024-05-15,14.3,0.0,False,
2024-05-16,14.3,0.0,False,
2024-05-17,14.3,0.0,False,
2024-05-18,14.3,0.0,False,
2024-05-19,14.3,0.0,False,
2024-05-20,14.3,0.0,False,
2024-05-21,14.3,0.0,False,
2024-05-22,14.3,0.0,False,
2024-05-23,14.3,0.0,False,
2024-05-24,14.3,0.0,False,
2024-05-25,14.3,0.0,False,
2024-05-26,14.3,0.0,False,
2024-05-27,14.3,0.0,False,
2024-05-28,14.3,0.0,False,
2024-05-29,14.3,0.0,False,
2024-05-30,14.3,0.0,False,
2024-05-31,14.3,0.0,False,
2024-06-01,14.3,0.0,False,
2024-06-02,14.3,0.0,False,
2024-06-03,14.3,0.0,False,
2024-06-04,14.3,0.0,False,
2024-06-05,14.3,0.0,False,
2024-06-06,14.3,0.0,False,
2024-06-07,14.3,0.0,False,
2024-06-08,14.3,0.0,False,
2024-06-09,14.3,0.0,False,
2024-06-10,14.3,0.0,False,
2024-06-11,14.3,0.0,False,
2024-06-12,14.3,0.0,False,
2024-06-13,14.3,0.0,False,
2024-06-14,14.3,0.0,False,
2024-06-15,14.3,0.0,False,
2024-06-16,14.3,0.0,False,
2024-06-17,14.3,0.0,False,
2024-06-18,14.3,0.0,False,
2024-06-19,14.3,0.0,False,
2024-06-20,14.3,0.0,False,
2024-06-21,14.3,0.0,False,
2024-06-22,14.3,0.0,False,
2024-06-23,14.3,0.0,False,
2024-06-24,14.3,0.0,False,
2024-06-25,14.3,0.0,False,
2024-06-26,14.3,0.0,False,
2024-06-27,14.3,0.0,False,
2024-06-28,14.3,0.0,False,
2024-06-29,14.3,0.0,False,
2024-06-30,14.3,0.0,False,
2024-07-01,14.3,0.0,False,
2024-07-02,14.3,0.0,False,
2024-07-03,14.3,0.0,False,
2024-07-04,14.3,0.0,False,
2024-07-05,14.3,0.0,False,
2024-07-06,14.3,0.0,False,
2024-07-07,14.3,0.0,False,
2024-07-08,14.3,0.0,False,
2024-07-09,14.3,0.0,False,
2024-07-10,14.3,0.0,False,
2024-07-11,14.3,0.0,False,
2024-07-12,14.3,0.0,False,
2024-07-13,14.3,0.0,False,
2024-07-14,14.3,0.0,False,
2024-07-15,14.3,0.0,False,
2024-07-16,14.3,0.0,False,
2024-07-17,14.3,0.0,False,
2024-07-19,14.3,0.0,False,
2024-07-20,14.3,0.0,False,
2024-07-21,14.3,0.0,False,
2024-07-22,14.3,0.0,False,
2024-07-23,14.3,0.0,False,
2024-07-24,14.3,0.0,False,
2024-07-25,14.3,0.0,False,
2024-07-26,14.3,0.0,False,
2024-07-27,14.3,0.0,False,
2024-07-28,14.3,0.0,False,
2024-07-29,14.3,0.0,False,
2024-07-30,14.3,0.0,False,
2024-07-31,14.3,0.0,False,
2024-01-01,2.6,0.0,False,
2024-01-02,2.3,0.0,False,
2024-01-03,8.6,2.7,False,
2024-01-04,6.6,4.4,False,
2024-01-05,5.4,1.4,False,
2024-01-06,4.7,0.0,False,
2024-01-07,1.6,0.0,False,
2024-01-08,-0.2,0.0,False,
2024-01-09,3.1,0.0,False,
2024-01-10,3.9,0.2,False,
2024-01-11,2.4,0.1,False,
2024-01-12,-0.3,0.0,False,
2024-01-13,1.8,0.0,False,
2024-01-14,4.1,2.4,False,
2024-01-15,8.5,5.0,False,
2024-01-16,11.5,0.0,False,
2024-01-17,9.8,9.3,False,
2024-01-18,10.2,0.1,False,
2024-01-19,5.2,27.1,False,
2024-01-20,3.8,0.0,False,
2024-01-21,4.1,0.0,False,
2024-01-22,1.9,0.0,False,
2024-01-23,4.9,0.0,False,
2024-01-24,6.6,0.0,False,
2024-01-25,6.5,0.0,False,
2024-01-26,7.1,0.0,False,
2024-01-27,6.9,0.0,False,
2024-01-28,5.7,0.0,False,
2024-01-29,6.3,0.0,False,
2024-01-30,4.1,0.0,False,
2024-01-31,2.9,0.0,False,
2024-02-01,5.1,0.0,False,
2024-02-02,5.2,0.0,False,
2024-02-03,5.0,0.0,False,
2024-02-04,4.4,0.0,False,
2024-02-05,4.1,0.0,False,
2024-02-06,5.0,0.0,False,
2024-02-07,4.7,0.0,False,
2024-02-08,8.0,0.5,False,
2024-02-09,8.0,7.6,False,
2024-02-10,6.2,0.4,False,
2024-02-11,4.0,0.2,False,
2024-02-12,8.3,0.0,False,
2024-02-13,10.0,0.0,False,
2024-02-14,10.1,0.0,False,
2024-02-15,8.6,2.3,False,
2024-02-16,9.8,0.0,False,
2024-02-17,6.2,0.0,False,
2024-02-18,5.5,0.0,False,
2024-02-19,7.7,0.0,False,
2024-02-20,6.8,0.0,False,
2024-02-21,5.9,0.0,False,
2024-02-22,7.9,3.4,False,
2024-02-23,4.9,0.1,False,
2024-02-24,5.4,0.1,False,
2024-02-25,8.2,0.3,False,
2024-02-26,7.2,0.1,False,
2024-02-27,5.5,0.0,False,
2024-02-28,5.0,0.0,False,
2024-02-29,4.4,0.0,False,
2024-03-01,6.2,0.0,False,
2024-03-02,4.2,1.0,False,
2024-03-03,4.5,0.0,False,
2024-03-04,7.6,0.0,False,
2024-03-05,6.5,0.0,False,
2024-03-06,4.1,0.0,False,
2024-03-07,4.2,2.5,False,
2024-03-08,5.1,4.4,False,
2024-03-09,4.1,6.6,False,
2024-03-10,6.4,1.4,False,
2024-03-11,8.0,0.0,False,
2024-03-12,5.8,0.0,False,
2024-03-13,7.5,0.0,False,
2024-03-14,7.6,0.0,False,
2024-03-15,8.7,0.0,False,
2024-03-16,9.1,0.0,False,
2024-03-17,10.9,0.0,False,
2024-03-18,11.4,0.0,False,
2024-03-19,13.4,0.0,False,
2024-03-20,13.2,0.0,False,
2024-03-21,15.7,0.0,False,
2024-03-22,14.2,0.0,False,
2024-03-23,13.1,0.0,False,
2024-03-24,13.1,0.0,False,
2024-03-25,10.6,2.8,False,
2024-03-26,4.9,2.4,False,
2024-03-27,7.3,1.2,False,
2024-03-28,9.0,10.0,False,
2024-03-29,5.8,5.5,False,
2024-03-30,5.3,9.3,False,
2024-03-31,5.0,6.2,False,
2024-04-01,6.3,4.1,False,
2024-04-02,7.0,0.0,False,
2024-04-03,10.2,0.0,False,
2024-04-04,10.0,0.0,False,
2024-04-05,12.4,0.0,False,
2024-04-06,14.0,0.0,False,
2024-04-07,14.3,0.0,False,
2024-04-08,10.4,0.0,False,
2024-04-09,8.3,0.0,False,
2024-04-10,10.1,0.0,False,
2024-04-11,15.5,0.0,False,
2024-04-12,14.3,0.0,False,
2024-04-13,14.7,0.0,False,
2024-04-14,14.8,0.0,False,
2024-04-15,16.2,0.0,False,
2024-04-16,14.7,0.0,False,
2024-04-17,13.0,0.0,False,
2024-04-18,12.0,0.0,False,
2024-04-19,12.3,0.0,False,
2024-04-20,13.8,0.0,False,
2024-04-21,14.8,0.0,False,
2024-04-22,11.1,0.0,False,
2024-04-23,8.2,0.0,False,
2024-04-24,9.0,0.0,False,
2024-04-25,9.1,0.0,False,
2024-04-26,9.3,4.4,False,
2024-04-27,9.0,9.3,False,
2024-04-28,8.0,0.0,False,
2024-04-29,9.3,0.1,False,
2024-04-30,10.1,0.0,False,
2024-05-01,8.6,0.1,False,
2024-05-02,8.0,0.0,False,
2024-05-03,9.4,0.0,False,
2024-05-05,13.9,2.6,False,
2024-05-06,12.9,1.2,False,
2024-05-07,12.1,0.0,False,
2024-05-08,15.0,0.0,False,
2024-05-09,14.7,0.0,False,
2024-05-10,16.7,0.0,False,
2024-05-11,17.3,0.0,False,
2024-05-12,17.5,0.0,False,
2024-05-13,17.2,0.0,False,
2024-05-14,13.2,0.3,False,
2024-05-15,12.2,0.0,False,
2024-05-16,11.0,0.0,False,
2024-05-17,13.0,0.1,False,
2024-05-18,12.9,0.0,False,
2024-05-19,12.5,0.0,False,
2024-05-20,11.7,0.0,False,
2024-05-21,12.4,0.2,False,
2024-05-22,12.9,0.0,False,
